"name","avg_score","n","tier","role"
"Peter Hyams",5.85714285714286,7,"Lower","Director"
"Peter Jackson",7.88888888888889,9,"Medium","Director"
"Peter Lord",6.7,1,"Medium","Director"
"Peter MacDonald",5.3,1,"Lower","Director"
"Peter Medak",4.2,1,"Lower","Director"
"Peter R. Hunt",6.8,1,"Medium","Director"
"Peter Ramsey",7.3,1,"Medium","Director"
"Peter Segal",6.06,5,"Medium","Director"
"Peter Sollett",6.7,1,"Medium","Director"
"Peter Stebbings",6.9,1,"Medium","Director"
"Peter Weir",7.57142857142857,7,"Medium","Director"
"Peter Yates",7.1,3,"Medium","Director"
"Peyton Reed",6.2,3,"Medium","Director"
"Phil Alden Robinson",6.4,1,"Medium","Director"
"Phil Joanou",6.9,1,"Medium","Director"
"Phil Lord",7.5,3,"Medium","Director"
"Phil Traill",5.55,2,"Lower","Director"
"Philip G. Atwell",6.2,1,"Medium","Director"
"Philip Kaufman",7.525,4,"Medium","Director"
"Philip Saville",7.6,1,"Medium","Director"
"Philipp Stölzl",6.1,1,"Medium","Director"
"Phillip Noyce",6.51428571428571,7,"Medium","Director"
"Phyllida Lloyd",6.4,1,"Medium","Director"
"Pierre Coffin",7.7,1,"Medium","Director"
"Pierre Morel",7.2,2,"Medium","Director"
"Pitof",3.3,1,"Poor","Director"
"Pixote Hunt",5.8,1,"Lower","Director"
"Prachya Pinkaew",5.1,1,"Lower","Director"
"Pradeep Sarkar",7.4,1,"Medium","Director"
"Preston Sturges",8.2,1,"Top","Director"
"Priyadarshan",6,1,"Medium","Director"
"Quentin Tarantino",8.26666666666667,6,"Top","Director"
"Rachel Talalay",5,2,"Lower","Director"
"Rachid Bouchareb",7.1,1,"Medium","Director"
"Raja Gosnell",5.36,5,"Lower","Director"
"Rajkumar Hirani",8.5,1,"Top","Director"
"Ralph Bakshi",6.5,1,"Medium","Director"
"Ralph Fiennes",6.1,1,"Medium","Director"
"Ralph Nelson",7.2,1,"Medium","Director"
"Ram Gopal Varma",7.7,1,"Medium","Director"
"Rand Ravich",5.2,1,"Lower","Director"
"Randal Kleiser",6.46666666666667,3,"Medium","Director"
"Randall Miller",6.7,1,"Medium","Director"
"Randall Wallace",7.15,2,"Medium","Director"
"Raoul Walsh",7.6,1,"Medium","Director"
"Rawson Marshall Thurber",6.9,2,"Medium","Director"
"Reginald Hudlin",5.75,2,"Lower","Director"
"Renny Harlin",6.01111111111111,9,"Medium","Director"
"Rian Johnson",7.3,3,"Medium","Director"
"Ric Roman Waugh",7,2,"Medium","Director"
"Richard Attenborough",7.66666666666667,3,"Medium","Director"
"Richard Benjamin",5.6,5,"Lower","Director"
"Richard Berry",6.7,1,"Medium","Director"
"Richard Brooks",7.63333333333333,3,"Medium","Director"
"Richard Curtis",7.55,2,"Medium","Director"
"Richard Donner",6.90833333333333,12,"Medium","Director"
"Richard Eyre",7.5,1,"Medium","Director"
"Richard Fleischer",6.2,5,"Medium","Director"
"Richard Franklin",6.4,1,"Medium","Director"
"Richard Kelly",6.4,3,"Medium","Director"
"Richard LaGravenese",7.5,1,"Medium","Director"
"Richard Lester",6.3,2,"Medium","Director"
"Richard Linklater",7.68333333333333,6,"Medium","Director"
"Richard Loncraine",5.8,1,"Lower","Director"
"Richard Marquand",7.45,2,"Medium","Director"
"Richard Rich",6.4,1,"Medium","Director"
"Richard Shepard",6.9,1,"Medium","Director"
"Richard Williams",7.3,1,"Medium","Director"
"Rick Friedberg",5.2,1,"Lower","Director"
"Rick Rosenthal",6.5,1,"Medium","Director"
"Ricky Gervais",6.4,1,"Medium","Director"
"Ridley Scott",7.16,10,"Medium","Director"
"Ringo Lam",5.3,1,"Lower","Director"
"Risa Bramon Garcia",5.8,1,"Lower","Director"
"Ritesh Batra",8,1,"Top","Director"
"Rob Bowman",6.55,2,"Medium","Director"
"Rob Cohen",6.2,5,"Medium","Director"
"Rob Letterman",5.75,2,"Lower","Director"
"Rob Marshall",5.9,1,"Lower","Director"
"Rob McKittrick",6.8,1,"Medium","Director"
"Rob Minkoff",5.9,3,"Lower","Director"
"Rob Reiner",7.11818181818182,11,"Medium","Director"
"Rob Schmidt",6.1,1,"Medium","Director"
"Rob Zombie",5.5,2,"Lower","Director"
"Robert Aldrich",7.35,4,"Medium","Director"
"Robert Altman",7.46,5,"Medium","Director"
"Robert B. Weide",6.5,1,"Medium","Director"
"Robert Benton",7.05,2,"Medium","Director"
"Robert De Niro",7.8,1,"Medium","Director"
"Robert Guédiguian",6.6,1,"Medium","Director"
"Robert Iscove",5.55,2,"Lower","Director"
"Robert Kurtzman",5.7,1,"Lower","Director"
"Robert Lee King",6.3,1,"Medium","Director"
"Robert Lieberman",5.9,1,"Lower","Director"
"Robert Longo",5.5,1,"Lower","Director"
"Robert Luketic",6.2,4,"Medium","Director"
"Robert Mulligan",7.35,2,"Medium","Director"
"Robert Redford",6.825,4,"Medium","Director"
"Robert Rodriguez",6.03,10,"Medium","Director"
"Robert Rossen",8.1,1,"Top","Director"
"Robert Schwentke",6.5,4,"Medium","Director"
"Robert Siodmak",7.4,1,"Medium","Director"
"Robert Stevenhagen",6.1,1,"Medium","Director"
"Robert Stevenson",7.4,2,"Medium","Director"
"Robert Towne",7.2,1,"Medium","Director"
"Robert Wise",7.325,4,"Medium","Director"
"Robert Z. Leonard",7.2,1,"Medium","Director"
"Robert Zemeckis",7.3,13,"Medium","Director"
"Rod Daniel",5.25,2,"Lower","Director"
"Rod Lurie",7.06666666666667,3,"Medium","Director"
"Rodman Flender",4.2,1,"Lower","Director"
"Rodrigo Cortés",6.2,1,"Medium","Director"
"Rodrigo García",6.55,2,"Medium","Director"
"Roger Avary",6.65,2,"Medium","Director"
"Roger Corman",7,1,"Medium","Director"
"Roger Donaldson",6.3,6,"Medium","Director"
"Roger Kumble",6.9,1,"Medium","Director"
"Roger Michell",6.66666666666667,3,"Medium","Director"
"Roger Spottiswoode",6.15,2,"Medium","Director"
"Roger Vadim",5.9,1,"Lower","Director"
"Roger Young",5.9,1,"Lower","Director"
"Roland Emmerich",6.35,8,"Medium","Director"
"Roland Suso Richter",6.1,1,"Medium","Director"
"Roman Polanski",7.45454545454546,11,"Medium","Director"
"Ron Clements",7.35,4,"Medium","Director"
"Ron Howard",6.84444444444444,9,"Medium","Director"
"Ron Shelton",6.2,2,"Medium","Director"
"Ron Underwood",6.95,2,"Medium","Director"
"Ronald F. Maxwell",6.3,1,"Medium","Director"
"Ronald Neame",7.1,1,"Medium","Director"
"Ronny Yu",5.55,2,"Lower","Director"
"Rouben Mamoulian",7.9,1,"Medium","Director"
"Rowdy Herrington",6.3,1,"Medium","Director"
"Ruben Fleischer",6.2,1,"Medium","Director"
"Rupert Sanders",6.2,1,"Medium","Director"
"Rupert Wainwright",5.6,2,"Lower","Director"
"Rupert Wyatt",7.6,1,"Medium","Director"
"Russell Mulcahy",5.88,5,"Lower","Director"
"Ryan Fleck",7.2,1,"Medium","Director"
"Ryan Little",6.9,1,"Medium","Director"
"Ryan Murphy",6.2,1,"Medium","Director"
"Ryan Shiraki",4.9,1,"Lower","Director"
"Ryûhei Kitamura",6.2,1,"Medium","Director"
"S. S. Wilson",5.6,2,"Lower","Director"
"Sam Fell",7,1,"Medium","Director"
"Sam Mendes",7.72,5,"Medium","Director"
"Sam Peckinpah",7.52857142857143,7,"Medium","Director"
"Sam Raimi",6.77,10,"Medium","Director"
"Sam Weisman",5.4,2,"Lower","Director"
"Sam Wood",7,1,"Medium","Director"
"Samuel Fuller",7.2,1,"Medium","Director"
"Sanaa Hamri",6.2,1,"Medium","Director"
"Sanjay Gadhvi",6.6,1,"Medium","Director"
"Sanjay Leela Bhansali",7.6,1,"Medium","Director"
"Scott Cooper",7.1,2,"Medium","Director"
"Scott Derrickson",6.7,1,"Medium","Director"
"Scott Hicks",6.6,2,"Medium","Director"
"Scott Mann",6.1,1,"Medium","Director"
"Scott Sanders",7.4,1,"Medium","Director"
"Scott Spiegel",3.9,1,"Poor","Director"
"Scott Stewart",5.1,1,"Lower","Director"
"Scott Walker",6.4,1,"Medium","Director"
"Scott Waugh",7.3,1,"Medium","Director"
"Sean Anders",6.1,2,"Medium","Director"
"Sean McNamara",6.7,2,"Medium","Director"
"Sean Penn",7.4,3,"Medium","Director"
"Sebastián Cordero",6.5,1,"Medium","Director"
"Sergey Bondarchuk",7.3,1,"Medium","Director"
"Sergio Leone",8.7,3,"Top","Director"
"Seth Gordon",5.7,1,"Lower","Director"
"Seth MacFarlane",7.1,1,"Medium","Director"
"Seth Rogen",6.9,1,"Medium","Director"
"Shane Acker",7.1,1,"Medium","Director"
"Shane Black",7.55,2,"Medium","Director"
"Shawn Levy",6.01666666666667,6,"Medium","Director"
"Shekhar Kapur",7,3,"Medium","Director"
"Sheldon Lettich",6,1,"Medium","Director"
"Siddharth Anand",6.3,1,"Medium","Director"
"Sidney Lumet",7.525,8,"Medium","Director"
"Simon Curtis",7,1,"Medium","Director"
"Simon Wells",5.9,1,"Lower","Director"
"Simon West",6.45,4,"Medium","Director"
"Simon Wincer",5.1,3,"Lower","Director"
"Sofia Coppola",6.7,5,"Medium","Director"
"Spike Jonze",7.675,4,"Medium","Director"
"Spike Lee",6.72,10,"Medium","Director"
"Stan Winston",6.2,1,"Medium","Director"
"Stanley Donen",7.6,3,"Medium","Director"
"Stanley Kramer",8.3,1,"Top","Director"
"Stanley Kubrick",8.0875,8,"Top","Director"
"Stefan Schwartz",6.6,1,"Medium","Director"
"Stephan Elliott",4.9,1,"Lower","Director"
"Stéphane Rybojad",6.3,1,"Medium","Director"
"Stephen Chbosky",8.1,1,"Top","Director"
"Stephen Daldry",7.4,3,"Medium","Director"
"Stephen Frears",7.6,4,"Medium","Director"
"Stephen Gaghan",7,1,"Medium","Director"
"Stephen Herek",6.0875,8,"Medium","Director"
"Stephen Hillenburg",6.9,1,"Medium","Director"
"Stephen Hopkins",5.74,5,"Lower","Director"
"Stephen J. Anderson",6.9,1,"Medium","Director"
"Stephen Kessler",5.9,1,"Lower","Director"
"Stephen King",5.3,1,"Lower","Director"
"Stephen Milburn Anderson",6.1,1,"Medium","Director"
"Stephen Norrington",6.45,2,"Medium","Director"
"Stephen Sommers",6.33333333333333,6,"Medium","Director"
"Stephen St. Leger",6.1,1,"Medium","Director"
"Stephen T. Kay",4.1,1,"Lower","Director"
"Steve Antin",6.3,1,"Medium","Director"
"Steve Beck",5.4,1,"Lower","Director"
"Steve Carr",5.1,4,"Lower","Director"
"Steve Gordon",6.9,1,"Medium","Director"
"Steve James",7.5,2,"Medium","Director"
"Steve Kloves",6.8,1,"Medium","Director"
"Steve Martino",6.7,1,"Medium","Director"
"Steve McQueen",7.8,2,"Medium","Director"
"Steve Miner",5.6,2,"Lower","Director"
"Steve Oedekerk",6.45,2,"Medium","Director"
"Steve Pink",6.5,2,"Medium","Director"
"Steve Rash",6.3,3,"Medium","Director"
"Steve Trenbirth",5.3,1,"Lower","Director"
"Steve Wang",6.9,1,"Medium","Director"
"Steven Brill",5.675,4,"Lower","Director"
"Steven Knight",6.2,1,"Medium","Director"
"Steven Lisberger",6.8,1,"Medium","Director"
"Steven Quale",5.9,1,"Lower","Director"
"Steven Soderbergh",6.6,13,"Medium","Director"
"Steven Spielberg",7.4,23,"Medium","Director"
"Stewart Hendler",5.8,1,"Lower","Director"
"Stewart Raffill",4.7,2,"Lower","Director"
"Stuart Baird",6.43333333333333,3,"Medium","Director"
"Stuart Gordon",6.63333333333333,3,"Medium","Director"
"Stuart Rosenberg",8.2,1,"Top","Director"
"Stuart Townsend",6.8,1,"Medium","Director"
"Susan Seidelman",5.8,1,"Lower","Director"
"Susan Stroman",6.4,1,"Medium","Director"
"Susanna White",6,1,"Medium","Director"
"Susanne Bier",7.7,1,"Medium","Director"
"Sydney Pollack",6.55714285714286,7,"Medium","Director"
"Sylvain White",6.4,1,"Medium","Director"
"Sylvester Stallone",6.875,4,"Medium","Director"
"Sylvio Tabet",3.6,1,"Poor","Director"
"Takeshi Kitano",7.3,1,"Medium","Director"
"Tamra Davis",6.7,1,"Medium","Director"
"Tarsem Singh",6,3,"Medium","Director"
"Tate Taylor",8.1,1,"Top","Director"
"Tay Garnett",7,1,"Medium","Director"
"Taylor Hackford",7.12,5,"Medium","Director"
"Ted Berman",6.85,2,"Medium","Director"
"Ted Demme",6.8,2,"Medium","Director"
"Ted Kotcheff",6.95,2,"Medium","Director"
"Ted Post",6.55,2,"Medium","Director"
"Terence Fisher",7.1,2,"Medium","Director"
"Terence Young",7.15,2,"Medium","Director"
"Terrence Malick",7,3,"Medium","Director"
"Terry George",8.2,1,"Top","Director"
"Terry Gilliam",7.18333333333333,6,"Medium","Director"
"Terry Zwigoff",7.35,2,"Medium","Director"
"Thom Eberhardt",5.95,2,"Lower","Director"
"Thomas Bezucha",5.7,1,"Lower","Director"
"Thomas Carter",6.65,2,"Medium","Director"
"Thor Freudenthal",5.83333333333333,3,"Lower","Director"
"Ti West",4.3,1,"Lower","Director"
"Tim Blake Nelson",6.5,1,"Medium","Director"
"Tim Burton",7.04166666666667,12,"Medium","Director"
"Tim Hill",6.2,1,"Medium","Director"
"Tim Hunter",6.7,2,"Medium","Director"
"Tim Johnson",6.6,1,"Medium","Director"
"Tim Robbins",7.6,1,"Medium","Director"
"Tim Story",5.65,2,"Lower","Director"
"Timur Bekmambetov",6.7,1,"Medium","Director"
"Tobe Hooper",6.1,1,"Medium","Director"
"Toby Wilkins",4.6,1,"Lower","Director"
"Tod Browning",7.7,1,"Medium","Director"
"Todd Field",7.6,1,"Medium","Director"
"Todd Haynes",7.4,1,"Medium","Director"
"Todd Holland",6,1,"Medium","Director"
"Todd Phillips",6.78333333333333,6,"Medium","Director"
"Todd Solondz",7.15,2,"Medium","Director"
"Tom Brady",4.1,1,"Lower","Director"
"Tom Dey",5.4,3,"Lower","Director"
"Tom Ford",7.6,1,"Medium","Director"
"Tom Gries",6.1,1,"Medium","Director"
"Tom Holland",6.5,1,"Medium","Director"
"Tom Kennedy",2.8,1,"Poor","Director"
"Tom Mankiewicz",5.9,1,"Lower","Director"
"Tom McCarthy",7.5,2,"Medium","Director"
"Tom McGrath",7.3,1,"Medium","Director"
"Tom Shadyac",6.21666666666667,6,"Medium","Director"
"Tom Tykwer",7.25,4,"Medium","Director"
"Tom Vaughan",6.1,1,"Medium","Director"
"Tommy Lee Jones",7.5,1,"Medium","Director"
"Tommy Lee Wallace",4.3,1,"Lower","Director"
"Tommy OHaver",6.3,1,"Medium","Director"
"Tommy Wirkola",6.1,1,"Medium","Director"
"Tony Bancroft",7.5,1,"Medium","Director"
"Tony Bill",6.6,1,"Medium","Director"
"Tony Giglio",6.5,1,"Medium","Director"
"Tony Gilroy",6.73333333333333,3,"Medium","Director"
"Tony Goldwyn",6.6,3,"Medium","Director"
"Tony Kaye",8.6,1,"Top","Director"
"Tony Scott",6.81818181818182,11,"Medium","Director"
"Tracy Trost",5.8,1,"Lower","Director"
"Trevor Nunn",7.2,1,"Medium","Director"
"Trey Parker",7.125,4,"Medium","Director"
"Troy Duffy",7.9,1,"Medium","Director"
"Troy Miller",5.1,1,"Lower","Director"
"Troy Nixey",5.6,1,"Lower","Director"
"Uli Edel",7.4,1,"Medium","Director"
"Vadim Perelman",7.6,1,"Medium","Director"
"Val Guest",5.2,1,"Lower","Director"
"Veljko Bulajić",7.3,1,"Medium","Director"
"Vera Farmiga",6.3,1,"Medium","Director"
"Victor Fleming",7.5,2,"Medium","Director"
"Victor Salva",5.75,2,"Lower","Director"
"Vincent Gallo",7.5,1,"Medium","Director"
"Vincent Ward",6.9,1,"Medium","Director"
"Vincente Minnelli",7.45,2,"Medium","Director"
"Vincenzo Natali",6.7,3,"Medium","Director"
"Vishal Bhardwaj",6,1,"Medium","Director"
"W.S. Van Dyke",7.8,2,"Medium","Director"
"Walt Becker",5.85,2,"Lower","Director"
"Walter Hill",6.31818181818182,11,"Medium","Director"
"Walter Lang",7.5,1,"Medium","Director"
"Walter Murch",6.7,1,"Medium","Director"
"Walter Salles",5.8,2,"Lower","Director"
"Warren Beatty",7.2,2,"Medium","Director"
"Wayne Kramer",7.15,2,"Medium","Director"
"Wayne Thornley",5.8,1,"Lower","Director"
"Wayne Wang",6.52,5,"Medium","Director"
"Werner Herzog",7.4,1,"Medium","Director"
"Wes Anderson",7.6375,8,"Medium","Director"
"Wes Craven",6.22222222222222,9,"Medium","Director"
"Whit Stillman",7.2,2,"Medium","Director"
"Will Finn",5.4,1,"Lower","Director"
"Will Gluck",6.66666666666667,3,"Medium","Director"
"William A. Fraker",5,1,"Lower","Director"
"William Brent Bell",5,1,"Lower","Director"
"William Castle",6.9,1,"Medium","Director"
"William Friedkin",6.96,5,"Medium","Director"
"William Lustig",6.5,1,"Medium","Director"
"William Malone",4.45,2,"Lower","Director"
"William Wyler",8.1,4,"Top","Director"
"Wim Wenders",5.9,1,"Lower","Director"
"Wolf Rilla",7.3,1,"Medium","Director"
"Wolfgang Petersen",6.65714285714286,7,"Medium","Director"
"Wolfgang Reitherman",7,2,"Medium","Director"
"Wong Kar-wai",6.7,1,"Medium","Director"
"Woody Allen",7.24,20,"Medium","Director"
"Xavier Beauvois",7.2,1,"Medium","Director"
"Xavier Gens",6.05,2,"Medium","Director"
"Yasuhiro Aoki",6.9,1,"Medium","Director"
"Zach Braff",7.7,1,"Medium","Director"
"Zack Snyder",7.14,5,"Medium","Director"
"Aaron Marshall",5.3,1,"Lower","Editor"
"Aaron Schneider",7.1,1,"Medium","Editor"
"Aaron Stell",7.425,4,"Medium","Editor"
"Aarti Bajaj",8,1,"Top","Editor"
"Adam Bernardi",3.6,1,"Poor","Editor"
"Adam Boome",6.9,1,"Medium","Editor"
"Adam Weiss",5.3,1,"Lower","Editor"
"Adam Wolfe",6.4,1,"Medium","Editor"
"Adrian Younge",7.4,1,"Medium","Editor"
"Adrienne Fazan",7.8,2,"Medium","Editor"
"Affonso Gonçalves",6.75,2,"Medium","Editor"
"Agnès Guillemot",7.66666666666667,3,"Medium","Editor"
"Aki Kaurismäki",7.6,1,"Medium","Editor"
"Alan Baumgarten",6.54,5,"Medium","Editor"
"Alan Collins",6.9,1,"Medium","Editor"
"Alan Edward Bell",6.48333333333333,6,"Medium","Editor"
"Alan Heim",7.2,3,"Medium","Editor"
"Alan Jaggs",5.4,1,"Lower","Editor"
"Alan Osbiston",7.6,1,"Medium","Editor"
"Alan Oxman",7.8,1,"Medium","Editor"
"Alan Strachan",5.1,2,"Lower","Editor"
"Alastair McIntyre",7.55,2,"Medium","Editor"
"Albrecht Joseph",7.7,1,"Medium","Editor"
"Alejandro Brodersohn",6.8,1,"Medium","Editor"
"Alejandro Lázaro",6.5,1,"Medium","Editor"
"Alessandra Carlino",4.8,1,"Lower","Editor"
"Alex Hall",7.2,1,"Medium","Editor"
"Alex Mackie",6.5,2,"Medium","Editor"
"Alex Rodríguez",6.1,1,"Medium","Editor"
"Alexander Berner",6.78333333333333,6,"Medium","Editor"
"Alexandre de Franceschi",6.15,2,"Medium","Editor"
"Alfonso Cuarón",8,2,"Top","Editor"
"Alfred Hillmann",6.4,1,"Medium","Editor"
"Alisa Lepselter",7.23333333333333,6,"Medium","Editor"
"Allyson C. Johnson",6.2,1,"Medium","Editor"
"Alma Macrorie",7.2,1,"Medium","Editor"
"Amy E. Duddleston",5.5,2,"Lower","Editor"
"Anastasia Emmons",7.6,1,"Medium","Editor"
"Andrew Hulme",7.4,2,"Medium","Editor"
"Andrew London",6.4,1,"Medium","Editor"
"Andrew MacRitchie",6.05,2,"Medium","Editor"
"Andrew Marcus",7.12,5,"Medium","Editor"
"Andrew Mondshein",6.86666666666667,9,"Medium","Editor"
"Andrew S. Eisen",4.5,1,"Lower","Editor"
"Andrew Weisblum",7.775,4,"Medium","Editor"
"Andrija Zafranović",7.4,1,"Medium","Editor"
"Andy Blumenthal",5.3,1,"Lower","Editor"
"Andy Horvitch",5.9,1,"Lower","Editor"
"Andy Keir",6.7,1,"Medium","Editor"
"Angus Wall",7.8,4,"Medium","Editor"
"Anna Boden",7.2,1,"Medium","Editor"
"Anne Bauchens",7.35,2,"Medium","Editor"
"Anne Goursaud",6.93333333333333,3,"Medium","Editor"
"Anne McCabe",6.8,1,"Medium","Editor"
"Anne Østerud",7.8,1,"Medium","Editor"
"Anne V. Coates",6.43846153846154,13,"Medium","Editor"
"Annette Davey",7.1,1,"Medium","Editor"
"Anthony Adler",5.6,1,"Lower","Editor"
"Anthony Carras",7,1,"Medium","Editor"
"Anthony Harvey",7.7,1,"Medium","Editor"
"Anthony Redman",7.05,2,"Medium","Editor"
"Antoine Vareille",5.7,1,"Lower","Editor"
"Antony Gibbs",7.025,4,"Medium","Editor"
"Antti Kulmala",4.5,1,"Lower","Editor"
"Aram Avakian",8.1,1,"Top","Editor"
"Archie Marshek",7.3,1,"Medium","Editor"
"Armen Minasian",5.775,4,"Lower","Editor"
"Armetta Jackson-Hamlett",6.4,1,"Medium","Editor"
"Armond Lebowitz",5.9,1,"Lower","Editor"
"Arnold Glassman",7.3,1,"Medium","Editor"
"Art Jones",6.23333333333333,3,"Medium","Editor"
"Arthur Coburn",7.15,6,"Medium","Editor"
"Arthur Hilton",7.9,1,"Medium","Editor"
"Arthur P. Schmidt",7.55,2,"Medium","Editor"
"Arthur Schmidt",7.24,10,"Medium","Editor"
"Arun Kumar Aravind",6,1,"Medium","Editor"
"Augie Hess",6.3,1,"Medium","Editor"
"Avi Youabian",6.7,1,"Medium","Editor"
"Ballu Saluja",8.3,1,"Top","Editor"
"Barbara McLean",7.26,5,"Medium","Editor"
"Barbara Pokras",2.8,1,"Poor","Editor"
"Barbara Tulliver",6.86666666666667,6,"Medium","Editor"
"Barney Pilling",7.85,2,"Medium","Editor"
"Barry Alexander Brown",7.25,6,"Medium","Editor"
"Barry Malkin",6.28,5,"Medium","Editor"
"Baxter",6.3,2,"Medium","Editor"
"Bela Sehgal",7.6,1,"Medium","Editor"
"Ben Burtt",6.65,2,"Medium","Editor"
"Benjamin Weill",5.5,1,"Lower","Editor"
"Bernard Gribble",7.1,2,"Medium","Editor"
"Bernard Sasia",6.6,1,"Medium","Editor"
"Bernard W. Burton",6.7,1,"Medium","Editor"
"Bert Bates",6.85,2,"Medium","Editor"
"Bert Kish",6.9,1,"Medium","Editor"
"Bert Lovitt",7.1,1,"Medium","Editor"
"Beth Jochem Besterveld",6.1,1,"Medium","Editor"
"Bill Butler",8.4,1,"Top","Editor"
"Bill DeRonde",7.9,1,"Medium","Editor"
"Bill Lenny",5.2,1,"Lower","Editor"
"Bill Pankow",6.26666666666667,9,"Medium","Editor"
"Billy Fox",6.8,2,"Medium","Editor"
"Billy Sneddon",7.3,1,"Medium","Editor"
"Billy Weber",5.73333333333333,3,"Lower","Editor"
"Blanche Sewell",7.5,2,"Medium","Editor"
"Bob Ducsay",6.42857142857143,7,"Medium","Editor"
"Bob Murawski",6.32857142857143,7,"Medium","Editor"
"Bob Wyman",6.8,1,"Medium","Editor"
"Brad Anderson",6.6,1,"Medium","Editor"
"Brad Rines",7.5,1,"Medium","Editor"
"Bradley Fuller",7.4,1,"Medium","Editor"
"Brent A. Schoenfeld",5,1,"Lower","Editor"
"Brent White",6.85,6,"Medium","Editor"
"Brett Sullivan",6.35,2,"Medium","Editor"
"Brian A. Kates",6.2,1,"Medium","Editor"
"Brian Berdan",6.15,4,"Medium","Editor"
"Bridget Durnford",7.6,1,"Medium","Editor"
"Brigitte Breault",5.3,1,"Lower","Editor"
"Bruce Cannon",7.35,2,"Medium","Editor"
"Bruce Green",6.11818181818182,11,"Medium","Editor"
"Bryan Shaw",6.5,1,"Medium","Editor"
"Bud Hoffman",6.7,1,"Medium","Editor"
"Bud S. Isaacs",6.1,1,"Medium","Editor"
"Bud S. Smith",6.45,2,"Medium","Editor"
"Buster Keaton",8.3,1,"Top","Editor"
"Buzz Feitshans",6.1,1,"Medium","Editor"
"Byron Smith",6.2,1,"Medium","Editor"
"C.K. Horness",7.6,1,"Medium","Editor"
"Camilla Toniolo",7.1,1,"Medium","Editor"
"Camille Delamarre",6.25,2,"Medium","Editor"
"Cara Silverman",6.3,2,"Medium","Editor"
"Carl Kress",6.9,1,"Medium","Editor"
"Carl Lerner",8.05,2,"Top","Editor"
"Carl Pingitore",7.4,2,"Medium","Editor"
